TF	gene	ctype	RP	cor	clst	BP
ADNP	FUT7	STES.	0.708597099047603	0.522173610579624	1	0.370010705655934
AFF4	MAN1A2	STES.	0.781458020184668	0.457189730173566	3	0.357274581390197
AFF4	MAN2A1	STES.	0.569304273137213	0.619739520095038	3	0.352820357022111
AFF4	UGCG	STES.	0.743611767232124	0.577136926651584	3	0.429165809962301
AHR	UGCG	STES.	0.999087444307263	0.452605890933867	3	0.452192862851529
AHR	GALNT5	STES.	0.972247570991465	0.412696757540553	3	0.401243420074856
ARID3A	POFUT1	STES.	0.773137212797939	0.478669713751627	2	0.37007736834072
ASCL2	KHK	STES.	0.941113317945139	0.405673648902438	4	0.381784873721485
ATF2	MAN1A2	STES.	0.859566244363324	0.406850700116177	3	0.349715128315451
ATF2	MAN2A1	STES.	0.906377496242216	0.475935198853958	3	0.431376953910792
ATF2	NEU3	STES.	0.715804165771956	0.463740271311397	3	0.331947218040915
ATF2	UGGT1	STES.	0.665342495168563	0.473321337165119	3	0.314920799485961
ATF2	STT3B	STES.	0.515245866437621	0.513939430997283	3	0.264805167420653
ATF2	SLC35A5	STES.	0.62245007515568	0.466994523108638	3	0.290680776006263
ATF2	ALG10	STES.	0.520238350869659	0.408638332998489	3	0.21258933246126
ATF2	GNS	STES.	0.551535323169422	0.419003371738542	3	0.231095160040894
ATF2	MAN1A1	STES.	0.588576336697445	0.40459584996637	3	0.238135543216195
BACH1	CSGALNACT2	STES.	0.823759931286236	0.407189511796717	1	0.33542640425814
BATF3	HK3	STES.	0.987868377261259	0.442940968370297	1	0.437567375646496
BATF3	MGAT1	STES.	0.980782650705889	0.406225268821901	1	0.398418695938856
BATF3	ST8SIA4	STES.	0.950668312845563	0.548840855687843	1	0.521765610297477
BATF3	CHST11	STES.	0.943689945783456	0.605602676426656	1	0.571501156883387
BCL6	CHST15	STES.	0.754455658149023	0.538556288816485	1	0.406316839329337
BCL6	ST6GALNAC6	STES.	0.591260468112519	0.517711563490885	1	0.306102381376885
BCL6	ST3GAL3	STES.	0.556849903371269	0.489609738733938	1	0.272639135703626
BCL6	ARSB	STES.	0.964408417436118	0.457302194250574	1	0.44102608544726
BCL6	GFPT2	STES.	0.719078806098347	0.455732173897852	1	0.327707347507072
BCL6	DSEL	STES.	0.886514923770668	0.453048540805898	1	0.401634292616953
BCL6	A4GALT	STES.	0.731801589005798	0.45189725806029	1	0.330699131515883
BCL6	EXTL1	STES.	0.535537899935581	0.421580865852521	1	0.225772531551683
BCL6	CHST11	STES.	0.611391453725574	0.418984809706414	1	0.256163731895337
BCL6	CHST3	STES.	0.746349581275499	0.413639053642089	1	0.308719334484967
BCL6	ST6GALNAC5	STES.	0.886514923770668	0.406581769027175	1	0.360440805975669
BCL6	ST6GAL2	STES.	0.886514923770668	0.405307217634233	1	0.359310897144714
BCL6	SLC35F1	STES.	0.886514923770668	0.403297173856829	1	0.357528963338613
BCOR	MAN2A2	STES.	0.996940254441999	0.400240978852386	3	0.399016343295212
BRCA1	PIGW	STES.	0.99457805454155	0.607075191516496	3	0.603783662938915
BRCA1	ALG10	STES.	0.789403049173288	0.50287078205117	3	0.396967728691349
BRCA1	UGGT1	STES.	0.706356023190895	0.461512609079236	3	0.325992211201663
BRCA1	PIGO	STES.	0.985827786128409	0.429742162454905	3	0.423651764618954
BRCA1	COG2	STES.	0.6630341421516	0.451985263930259	3	0.299681661735164
BRCA1	PIGA	STES.	0.645050461670603	0.468216123199483	3	0.302023026431446
BRD1	ALG12	STES.	0.96956194975306	0.429423769009705	2	0.416352946751357
C17orf49	B3GAT3	STES.	0.988029416501154	0.447492160271137	2	0.442135418001532
CBFA2T3	A4GALT	STES.	0.992538515218208	0.483331295149414	1	0.479724926046093
CBFB	SLC35F2	STES.	0.943150096628731	0.404912387208358	5	0.381893157121733
CBX3	DPM1	STES.	0.94819626368907	0.570242441977271	2	0.54070175287978
CBX3	ALG5	STES.	0.964998926347434	0.420051034669509	2	0.405348797467205
CBX3	ALG8	STES.	0.925864290315654	0.42933281505228	2	0.397503922117601
CBX3	PIGF	STES.	0.941593300407988	0.428914514198863	2	0.403863033017396
CBX3	PIGW	STES.	0.627013098561306	0.446989347577327	2	0.280268175848356
CBX6	ST3GAL2	STES.	0.940576520478823	0.576366056376167	1	0.542116379828396
CBX6	EXTL1	STES.	0.919158301572817	0.560711073592999	1	0.515382238076812
CBX7	ST6GALNAC6	STES.	0.523781404337556	0.652854403787528	1	0.341952996443789
CBX7	MAN1C1	STES.	0.91813399184024	0.592491112062264	1	0.543986229847589
CBX7	MFNG	STES.	0.943579557655143	0.491508634620592	1	0.463777500038982
