TF	gene	ctype	RP	cor	clst	BP
ADNP	FUT7	BRCA_2	0.802626666793841	0.729493654050743	2	0.585511059998007
AFF4	MAN1A2	BRCA_2	0.79058406699592	0.643344513498405	1	0.508617921961081
AFF4	STT3B	BRCA_2	0.96124114236633	0.590872898434307	1	0.567971339884298
AFF4	NEU3	BRCA_2	0.803092119390165	0.506520197109129	1	0.406782378610295
AFF4	FUT11	BRCA_2	0.971333476487009	0.595036100659066	1	0.577978484288444
AFF4	MAN2A1	BRCA_2	0.609888340133133	0.772057338275154	1	0.470868768528238
AFF4	ACER2	BRCA_2	0.810822417865579	0.662836990374723	1	0.537443091186376
AFF4	COG5	BRCA_2	0.90906162765729	0.451506034000855	1	0.410446810165905
AFF4	UGCG	BRCA_2	0.755851406484861	0.60272363853305	1	0.455569509906879
AFF4	GALNT10	BRCA_2	0.912443633240283	0.541852807020016	1	0.494410143918789
AFF4	UGGT1	BRCA_2	0.704155035430535	0.528730205705642	1	0.37230803673185
AFF4	SLC35A3	BRCA_2	0.66775821344213	0.612161013167228	1	0.408775544491472
AFF4	SLC35D1	BRCA_2	0.792624006871376	0.469717254564843	1	0.372309172409808
AFF4	SLC35A5	BRCA_2	0.645533605325317	0.508859576187188	1	0.328485956820428
AFF4	SLC35F5	BRCA_2	0.637481211080094	0.494169168111163	1	0.315023559765947
AFF4	HS2ST1	BRCA_2	0.783014816405411	0.463919305514452	1	0.363255689834324
AHR	UGCG	BRCA_2	0.999087444307263	0.470852886878338	1	0.470423207395976
AHR	HAS2	BRCA_2	0.912609372483762	0.464459523574646	1	0.423870114353565
ASCL2	GM2A	BRCA_2	0.939878683772613	0.427568501998807	2	0.401862520881267
ATF1	SLC35A3	BRCA_2	0.617242860210436	0.446419763525416	1	0.275549411692894
ATF2	MAN1A2	BRCA_2	0.747423233841529	0.680714685005896	1	0.508781971190525
ATF2	MAN2A1	BRCA_2	0.878838307923556	0.64157236338355	1	0.563838370246516
ATF2	FUT11	BRCA_2	0.946907880609835	0.547279649750795	1	0.518223413246418
ATF2	SLC35F5	BRCA_2	0.952276143439983	0.488056483321355	1	0.46476454571814
ATF2	ACER2	BRCA_2	0.711080094481426	0.531675568520789	1	0.378063913497229
ATF2	NEU3	BRCA_2	0.661853124328967	0.638393297538015	1	0.422522598526207
ATF2	UGGT1	BRCA_2	0.681447283659008	0.687213743147452	1	0.46829993856097
ATF2	COG5	BRCA_2	0.774049817479064	0.439385184872015	1	0.340106022153188
ATF2	SLC35A3	BRCA_2	0.508750268413142	0.548396491870893	1	0.278996862436142
ATF2	SLC35A5	BRCA_2	0.622342709899077	0.516622274834764	1	0.321516106514893
ATF7IP	ALG10	BRCA_2	0.916474314241237	0.566246001211968	1	0.518949915652581
BACH1	CSGALNACT2	BRCA_2	0.823759931286236	0.458787233942605	1	0.377930540307563
BACH1	UGCG	BRCA_2	0.585355378999356	0.553727034860506	1	0.324127098352961
BACH1	MAN1A2	BRCA_2	0.938801803736311	0.526152426048845	1	0.493952846614892
BACH1	FUT11	BRCA_2	0.897734593085677	0.513022778411947	1	0.460558295221333
BACH1	ACER2	BRCA_2	0.800407987975091	0.443866645997454	1	0.355274409052074
BACH1	B3GNT2	BRCA_2	0.632273996134851	0.400346209313359	1	0.253128497599997
BATF	FUT7	BRCA_2	0.747799012239639	0.718652883664331	2	0.537407916547355
BATF	NAGK	BRCA_2	0.732875241571827	0.536561018804286	2	0.393232286274217
BATF	CHST12	BRCA_2	0.855325316727507	0.487470464164752	2	0.416945829157021
BATF	ST6GALNAC4	BRCA_2	0.892420012883831	0.476528699671641	2	0.425263748300481
BATF	RENBP	BRCA_2	0.588737384582349	0.478717757202516	2	0.281839040328537
BATF3	MGAT1	BRCA_2	0.980782650705889	0.461626901919888	2	0.452755656502135
BATF3	TPST2	BRCA_2	0.993773149390735	0.414773554681812	2	0.412190821720135
BCL11A	UGT8	BRCA_2	0.983734163624651	0.512381563062238	7	0.504047248395722
BRD4	SLC35E1	BRCA_2	0.881683487223535	0.546274374403999	8	0.481641095405373
C17orf49	B3GAT3	BRCA_2	0.988029416501154	0.408266275830644	3	0.40337909028605
CASP8AP2	ALG10B	BRCA_2	0.973643244403886	0.509110895023887	1	0.495692383592424
CASP8AP2	ALG10	BRCA_2	0.966825916581674	0.432018254672886	1	0.417686445054128
CASP8AP2	SLC35A5	BRCA_2	0.980943689945783	0.495914307323008	1	0.486464010522339
CBFA2T3	LFNG	BRCA_2	0.992216436738419	0.509197799668353	2	0.505234426381976
CBFA2T3	ST3GAL2	BRCA_2	0.989532449406839	0.540369556128657	2	0.534713210460876
CBFA2T3	TPST2	BRCA_2	0.980031134253046	0.43435998252512	2	0.425686306348227
CBX6	ST3GAL2	BRCA_2	0.940576520478823	0.463413144679792	2	0.435875523167068
CBX8	RFNG	BRCA_2	0.996456946532102	0.512158429515636	3	0.510343824815827
CBX8	GALK1	BRCA_2	0.958395963066352	0.430648919329002	3	0.412732185783803
CBX8	B3GAT3	BRCA_2	0.99420227614344	0.456818961184158	3	0.454170450994772
