TF	gene	ctype	RP	cor	clst	BP
ALKBH3	GAL3ST3	UCEC	0.928283858500188	0.408864772313118	9	0.379542568447622
ARID2	COG6	UCEC	0.989210370927049	0.543029166202098	1	0.537170082922983
ARNT2	ALG10B	UCEC	0.95829083686725	0.400932636370195	2	0.384210071634587
ARNT2	SLC35A5	UCEC	0.963551452037146	0.436076368620918	2	0.420182018183771
ATF1	STT3B	UCEC	0.719669315009663	0.610116022063212	3	0.439081779674652
ATF1	MGAT2	UCEC	0.683809319304273	0.485977005463334	3	0.332315605303411
ATF7IP	ALG10	UCEC	0.916474314241237	0.643195099395951	3	0.589471787642229
ATRX	COG3	UCEC	0.982017284878415	0.598596454407723	1	0.587832064895318
ATRX	CSGALNACT2	UCEC	0.938966128079875	0.707296469492559	1	0.664127427363994
ATRX	UGGT2	UCEC	0.963873530516936	0.593360048796165	1	0.571924045100861
BATF	FUT7	UCEC	0.828537685205068	0.705633202379469	8	0.584643700103325
BMI1	CSGALNACT2	UCEC	0.668026626583638	0.59420217615153	1	0.396942875243163
BRD1	NDST2	UCEC	0.701846682413571	0.50002295518492	1	0.350939452227166
BRD1	COG3	UCEC	0.658739531887481	0.549619271861534	1	0.362055941862405
BRD1	STT3B	UCEC	0.529901223963925	0.587181824740442	1	0.311148367619331
BRD1	SLC35A5	UCEC	0.860693579557655	0.550639793796853	1	0.473932135169902
BRD1	COG6	UCEC	0.553789993558085	0.560886988345325	1	0.310613601662571
BRD1	GALNT11	UCEC	0.547187030277002	0.419160364921854	1	0.229359115291414
BRD2	STT3B	UCEC	0.950450934077732	0.647006971817592	1	0.614948380718835
BRD2	COG3	UCEC	0.695082671247584	0.525496651822314	1	0.365263616480316
BRD2	B3GALNT2	UCEC	0.931071505260898	0.485486420368464	1	0.452022572196191
BRD3	STT3B	UCEC	0.828913463603178	0.654827475388763	2	0.542795310687024
BRD3	FUT11	UCEC	0.995598024479278	0.604000760800415	2	0.601341964236874
BRD3	MAN2A1	UCEC	0.623362679836805	0.605839799043753	2	0.377657920683705
BRD3	UGCG	UCEC	0.59818552716341	0.563670838173176	2	0.337179737479262
BRD3	FUT10	UCEC	0.694170066566459	0.473922254067987	2	0.328982642653701
BRD3	SLC35D1	UCEC	0.807708825424093	0.507245312223308	2	0.409706515337765
BRD3	SLC35A5	UCEC	0.729010092334121	0.523405762407278	2	0.381568083180741
BRD4	SLC35E1	UCEC	0.799119604895856	0.729905359051885	3	0.58328168213691
BRD4	STT3B	UCEC	0.952115095555078	0.639202208944652	3	0.608594072248354
CASP8AP2	ALG10	UCEC	0.966825916581674	0.602298141941746	2	0.582317453138268
